Icecream_units,Icecream_unit_cost,Nuts_units,Nuts_unit_cost,Total_cost,Variance
24526,5.5,13271,2.47,167672.0,12328.0
24923,5.52,12255,2.54,168703.0,11297.0
23763,7.87,11760,2.55,217003.0,-37003.0
22880,7.85,11733,2.98,214572.0,-34572.0
24681,6.76,14053,2.88,207316.0,-27316.0
24164,7.72,12394,2.57,218399.0,-38399.0
21295,6.87,10828,2.29,171093.0,8907.0
22890,7.68,13209,2.53,209214.0,-29214.0
22413,5.26,10491,2.76,146848.0,33152.0
20493,7.43,12031,2.29,179814.0,186.0
20307,7.69,13110,2.43,188018.0,-8018.0
23310,6.79,11690,2.91,192293.0,-12293.0
24830,7.82,11500,2.66,224761.0,-44761.0
23662,7.14,10849,2.9,200409.0,-20409.0
21939,7.15,13692,2.9,196571.0,-16571.0
24478,7.31,13496,2.47,212269.0,-32269.0
20594,5.57,10754,2.7,143744.0,36256.0
21931,7.28,10573,2.97,191059.0,-11059.0
24559,6.11,14739,2.8,191325.0,-11325.0
23480,5.84,10859,2.37,162859.0,17141.0
24379,7.68,10310,2.83,216408.0,-36408.0
23903,7.32,12635,2.3,204030.0,-24030.0
21083,5.49,14713,2.74,156059.0,23941.0
24818,5.28,13702,2.21,161320.0,18680.0
24081,7.55,10371,2.19,204524.0,-24524.0
23395,6.28,13899,2.46,181112.0,-1112.0
24336,7.17,13391,2.8,211984.0,-31984.0
23407,5.7,11182,2.82,164953.0,15047.0
22440,5.22,14763,2.86,159359.0,20641.0
23457,7.87,10886,2.19,208447.0,-28447.0
24697,6.51,14207,2.13,191038.0,-11038.0
20560,5.58,14839,2.3,148854.0,31146.0
24034,7.54,10635,2.19,204507.0,-24507.0
23254,7.22,11589,2.09,192115.0,-12115.0
22688,5.14,12425,2.09,142585.0,37415.0
23407,5.02,11133,2.45,144779.0,35221.0
22144,6.5,12106,2.59,175291.0,4709.0
21792,6.57,12673,2.53,175236.0,4764.0
20761,5.17,10183,2.4,131774.0,48226.0
20857,6.54,13859,2.03,164539.0,15461.0
24204,5.27,11127,2.92,160046.0,19954.0
22433,7.33,11399,2.13,188714.0,-8714.0
21509,5.19,10464,2.7,139885.0,40115.0
23580,6.6,11524,2.65,186167.0,-6167.0
22480,5.76,12245,2.6,161322.0,18678.0
20751,6.0,11716,2.88,158248.0,21752.0
24532,7.55,11582,2.55,214751.0,-34751.0
20069,8.0,10073,2.29,183619.0,-3619.0
23753,5.22,11070,2.25,148898.0,31102.0
22570,6.03,14824,2.71,176270.0,3730.0
20576,5.01,13540,2.03,130572.0,49428.0
20920,6.8,12442,2.25,170250.0,9750.0
23743,5.88,13559,2.67,175811.0,4189.0
20342,6.19,11783,2.64,157024.0,22976.0
23495,5.74,13327,2.43,167246.0,12754.0
20370,7.24,11885,2.28,174577.0,5423.0
20686,7.67,14327,2.41,193190.0,-13190.0
24385,6.33,13346,2.19,183585.0,-3585.0
21718,6.54,12254,2.99,178675.0,1325.0
23051,6.97,14359,2.19,192112.0,-12112.0
20428,6.51,14274,2.32,166102.0,13898.0
21608,6.86,11316,2.99,182066.0,-2066.0
21706,5.02,13058,2.15,137039.0,42961.0
22423,8.0,14124,2.1,209044.0,-29044.0
24618,5.14,13546,2.5,160402.0,19598.0
23623,5.21,13953,2.25,154470.0,25530.0
20619,5.3,12370,2.69,142556.0,37444.0
20821,5.3,12625,2.08,136611.0,43389.0
21497,6.23,14426,2.99,177060.0,2940.0
23891,5.01,12522,2.31,148620.0,31380.0
23598,5.92,14432,3.0,182996.0,-2996.0
22739,5.29,11906,2.69,152316.0,27684.0
20122,7.97,10207,2.47,185584.0,-5584.0
23698,5.57,12152,2.68,164565.0,15435.0
24174,7.62,13469,2.36,215993.0,-35993.0
23795,6.06,12767,2.85,180584.0,-584.0
23713,7.62,10154,2.45,205570.0,-25570.0
23713,6.18,14584,2.32,180381.0,-381.0
24545,6.57,14296,2.86,202147.0,-22147.0
20097,7.06,10249,2.43,166790.0,13210.0
22505,5.92,12359,2.7,166599.0,13401.0
22583,7.62,13900,2.64,208778.0,-28778.0
22367,5.71,12044,2.05,152406.0,27594.0
23452,5.74,12730,2.7,168985.0,11015.0
22258,6.55,11232,2.89,178250.0,1750.0
22904,7.21,12393,2.56,196864.0,-16864.0
23224,5.05,14720,2.76,157908.0,22092.0
21701,5.28,11766,2.59,145055.0,34945.0
21788,5.7,14628,2.99,167929.0,12071.0
22806,5.22,14243,2.94,160922.0,19078.0
20570,5.54,10093,2.06,134749.0,45251.0
20268,6.49,10880,2.54,159175.0,20825.0
23998,6.56,13300,2.66,192805.0,-12805.0
20755,6.65,14475,2.94,180577.0,-577.0
23668,5.68,13161,2.89,172470.0,7530.0
21206,5.84,10965,2.44,150598.0,29402.0
24886,7.72,11789,2.43,220767.0,-40767.0
23184,7.27,12475,2.05,194121.0,-14121.0
22303,6.99,10063,2.56,181659.0,-1659.0
21235,7.29,14491,2.55,191755.0,-11755.0
20318,5.31,13243,2.96,147088.0,32912.0
22821,5.86,10834,2.55,161358.0,18642.0
23094,6.89,10829,2.46,185757.0,-5757.0
23233,5.92,10658,2.53,164504.0,15496.0
24482,5.54,11964,2.62,166976.0,13024.0
22729,7.8,10953,2.23,201711.0,-21711.0
24099,7.04,13800,2.91,209815.0,-29815.0
23415,7.09,13253,2.86,203916.0,-23916.0
22379,6.8,10892,2.61,180605.0,-605.0
23725,6.38,11827,2.3,178568.0,1432.0
24339,7.5,13444,2.88,221261.0,-41261.0
22258,5.28,10445,2.92,148022.0,31978.0
21415,5.6,13784,2.42,153281.0,26719.0
20585,6.29,11011,2.09,152493.0,27507.0
22762,6.73,10442,2.81,182530.0,-2530.0
21964,5.68,10579,2.81,154483.0,25517.0
20340,5.05,14132,2.75,141580.0,38420.0
22417,7.41,10090,2.8,194362.0,-14362.0
24237,7.32,14062,3.0,219601.0,-39601.0
21759,7.59,13332,2.96,204614.0,-24614.0
23449,7.16,10958,2.6,196386.0,-16386.0
23688,6.12,12185,2.32,173240.0,6760.0
23318,5.12,10154,3.0,149850.0,30150.0
20704,5.62,14299,2.13,146813.0,33187.0
24471,5.01,10609,2.04,144242.0,35758.0
20779,5.89,14589,2.72,162070.0,17930.0
24595,7.92,10429,2.06,216276.0,-36276.0
22511,5.22,13407,2.89,156254.0,23746.0
22926,6.87,14792,2.02,187381.0,-7381.0
21802,7.56,12337,2.77,198997.0,-18997.0
24868,5.75,12162,2.38,171937.0,8063.0
22356,7.47,14617,2.87,208950.0,-28950.0
23903,5.51,14850,2.33,166306.0,13694.0
24404,6.7,10186,2.93,193352.0,-13352.0
20722,5.86,11775,2.92,155814.0,24186.0
20621,6.37,11734,2.93,165736.0,14264.0
24409,5.59,11500,2.16,161286.0,18714.0
20087,5.98,12327,2.63,152540.0,27460.0
20151,5.99,12907,2.93,158522.0,21478.0
20311,6.41,14512,2.45,165748.0,14252.0
24857,6.64,11824,2.76,197685.0,-17685.0
24921,5.62,13099,2.37,171101.0,8899.0
20522,6.2,10379,2.06,148617.0,31383.0
20532,5.88,12845,2.15,148345.0,31655.0
23108,7.33,14951,2.76,210646.0,-30646.0
20193,7.08,13005,2.65,177430.0,2570.0
22213,5.98,14290,2.1,162843.0,17157.0
21914,7.0,11941,2.77,186475.0,-6475.0
20306,6.59,12054,2.28,161300.0,18700.0
23341,6.03,12756,2.34,170595.0,9405.0
22667,5.32,10381,2.12,142596.0,37404.0
22816,6.02,14837,2.12,168807.0,11193.0
21567,5.99,10934,2.29,154225.0,25775.0
24644,6.83,12392,2.9,204255.0,-24255.0
20404,7.24,13124,2.06,174760.0,5240.0
24779,5.84,13495,2.21,174533.0,5467.0
21549,6.47,14123,2.92,180661.0,-661.0
20512,6.41,11093,2.65,160878.0,19122.0
21984,7.74,14619,2.45,205973.0,-25973.0
24807,7.33,12699,2.57,214472.0,-34472.0
20546,5.12,14441,2.53,141731.0,38269.0
20214,5.12,13200,2.65,138476.0,41524.0
23547,7.96,13047,2.59,221226.0,-41226.0
21009,6.74,14624,2.74,181670.0,-1670.0
21394,7.21,12118,2.39,183213.0,-3213.0
23883,6.49,11501,2.01,178118.0,1882.0
20295,5.73,14584,2.27,149396.0,30604.0
21036,6.96,13685,2.46,180076.0,-76.0
20583,5.92,10588,2.82,151710.0,28290.0
21876,6.9,10588,2.19,174132.0,5868.0
20469,5.46,12391,2.47,142367.0,37633.0
23729,7.09,12674,2.01,193713.0,-13713.0
21435,5.31,14718,2.17,145758.0,34242.0
23951,5.68,13866,2.69,173341.0,6659.0
20867,6.56,14863,2.5,174045.0,5955.0
21588,5.43,11400,2.52,145951.0,34049.0
20584,7.12,13771,2.29,178094.0,1906.0
24145,5.83,12043,2.66,172800.0,7200.0
21811,6.07,12741,2.54,164755.0,15245.0
22784,5.19,11541,2.03,141677.0,38323.0
24915,5.04,14953,2.75,166692.0,13308.0
22260,5.95,11533,2.3,158973.0,21027.0
20343,7.97,12190,2.33,190536.0,-10536.0
23496,6.95,14760,2.94,206692.0,-26692.0
24503,6.12,14016,2.56,185839.0,-5839.0
23019,5.75,13408,2.82,170170.0,9830.0
23883,6.34,10215,2.31,175015.0,4985.0
21181,7.79,10185,2.02,185574.0,-5574.0
22215,7.27,10645,2.91,192480.0,-12480.0
23660,7.53,14902,2.94,221972.0,-41972.0
21692,7.17,14732,2.74,195897.0,-15897.0
20960,5.57,11608,2.99,151455.0,28545.0
24497,5.38,12383,2.97,168571.0,11429.0
23136,7.59,11579,2.72,207097.0,-27097.0
22863,5.15,14403,2.09,147847.0,32153.0
20111,6.09,12386,2.71,156042.0,23958.0
22497,5.21,12663,2.89,153805.0,26195.0
22444,6.18,11278,2.55,167463.0,12537.0
24038,7.88,10484,2.62,216888.0,-36888.0
23142,5.62,10766,2.12,152882.0,27118.0
22497,7.61,13740,2.94,211598.0,-31598.0
22439,7.27,11737,2.71,194939.0,-14939.0
22717,6.65,12855,2.99,189505.0,-9505.0
20816,7.38,10343,2.18,176170.0,3830.0
21931,6.74,10785,2.22,171758.0,8242.0
21130,7.03,12341,2.7,181865.0,-1865.0
22639,6.55,13032,2.79,184645.0,-4645.0
21634,7.54,14025,2.32,195658.0,-15658.0
24694,7.59,11530,2.2,212793.0,-32793.0
24431,5.08,13366,2.06,151643.0,28357.0
22890,6.81,14678,2.96,199328.0,-19328.0
20365,6.88,12240,2.26,167774.0,12226.0
21478,7.6,14754,2.36,198052.0,-18052.0
22630,6.18,14074,2.95,181372.0,-1372.0
23498,6.1,10421,2.69,171370.0,8630.0
20216,6.04,10050,2.04,142607.0,37393.0
23616,5.87,10026,2.11,159781.0,20219.0
21530,7.12,12225,2.04,178233.0,1767.0
21741,5.02,12140,2.08,134391.0,45609.0
21757,6.16,12987,2.31,164023.0,15977.0
20496,7.3,14114,2.58,186035.0,-6035.0
21784,5.41,14019,2.29,149955.0,30045.0
24334,5.3,10716,2.31,153724.0,26276.0
20242,7.37,13453,2.03,176493.0,3507.0
21860,5.71,11163,2.42,151835.0,28165.0
24581,5.78,14300,2.25,174253.0,5747.0
21430,6.5,12324,2.35,168256.0,11744.0
23949,5.14,10998,2.2,147293.0,32707.0
24768,6.85,13777,2.71,206996.0,-26996.0
24885,6.41,14191,2.08,189030.0,-9030.0
24466,7.66,12501,2.14,214162.0,-34162.0
21209,7.03,12735,2.64,182720.0,-2720.0
23814,6.47,12954,2.57,187368.0,-7368.0
21769,6.3,11443,2.68,167812.0,12188.0
21643,7.8,10331,2.89,198672.0,-18672.0
24665,5.09,10971,2.83,156593.0,23407.0
21575,6.8,13086,2.58,180472.0,-472.0
20522,7.09,11689,2.12,170282.0,9718.0
20725,6.67,12866,2.42,169371.0,10629.0
23071,5.88,10153,2.65,162563.0,17437.0
21764,5.04,12986,2.29,139428.0,40572.0
22506,6.46,14502,2.55,182369.0,-2369.0
23261,6.71,11089,2.15,179923.0,77.0
20370,5.58,12413,2.78,148173.0,31827.0
23005,7.3,11813,2.04,192035.0,-12035.0
24386,7.31,14828,2.52,215628.0,-35628.0
21485,6.01,12754,2.85,165474.0,14526.0
24301,6.89,13528,2.01,194625.0,-14625.0
20871,6.77,13878,2.06,169885.0,10115.0
24056,5.74,10499,2.05,159604.0,20396.0
23836,5.99,11346,2.22,167966.0,12034.0
23005,5.79,13653,2.95,173475.0,6525.0
24542,5.06,12564,2.75,158734.0,21266.0
24421,5.4,13282,2.92,170657.0,9343.0
21009,7.9,10885,2.14,189265.0,-9265.0
21716,5.44,12969,2.31,148093.0,31907.0
24184,6.41,10726,2.27,179367.0,633.0
23672,7.82,10093,2.81,213476.0,-33476.0
20203,6.09,13156,2.09,150532.0,29468.0
24888,5.25,10513,2.38,155683.0,24317.0
24100,6.53,13214,2.62,191994.0,-11994.0
22254,6.7,10591,2.22,172614.0,7386.0
23788,6.26,11407,2.95,182564.0,-2564.0
21542,5.4,11921,2.35,144341.0,35659.0
23501,6.02,14279,2.31,174461.0,5539.0
23301,7.43,13085,2.02,199558.0,-19558.0
22514,7.44,13756,2.57,202857.0,-22857.0
22215,7.95,11665,2.48,205538.0,-25538.0
21724,7.12,10962,2.01,176708.0,3292.0
21172,5.41,10605,2.33,139250.0,40750.0
23370,5.5,11817,2.93,163159.0,16841.0
22144,5.95,13900,2.8,170677.0,9323.0
22099,5.53,10775,2.09,144727.0,35273.0
22073,6.59,11129,2.92,177958.0,2042.0
24365,6.42,12189,2.29,184336.0,-4336.0
24655,6.29,13431,2.05,182614.0,-2614.0
20106,6.1,13764,2.47,156644.0,23356.0
21228,7.25,14058,2.72,192141.0,-12141.0
21163,7.22,11355,3.0,186862.0,-6862.0
21895,6.84,11375,2.49,178086.0,1914.0
23490,5.7,10416,2.32,158058.0,21942.0
24535,6.93,12323,2.66,202807.0,-22807.0
21545,7.93,14788,2.57,208857.0,-28857.0
20208,5.65,12952,2.62,148109.0,31891.0
22186,5.34,10141,2.8,146868.0,33132.0
23782,6.24,10315,2.02,169236.0,10764.0
20591,5.99,12006,2.57,154196.0,25804.0
21111,6.56,10496,2.94,169346.0,10654.0
21414,6.31,13704,2.66,171575.0,8425.0
24603,7.37,10303,2.1,202960.0,-22960.0
22371,6.02,11427,2.85,167240.0,12760.0
23822,5.67,12618,2.25,163461.0,16539.0
22474,6.03,13272,2.72,171618.0,8382.0
20559,6.15,14855,2.09,157485.0,22515.0
22336,7.67,10471,2.32,195610.0,-15610.0
20882,7.15,10526,2.19,172358.0,7642.0
22259,5.66,11359,2.96,159609.0,20391.0
23530,5.92,12284,2.48,169762.0,10238.0
21830,7.16,12696,2.46,187535.0,-7535.0
23774,6.75,10337,2.32,184456.0,-4456.0
20808,5.36,11470,2.6,141353.0,38647.0
22045,5.89,10615,2.18,152986.0,27014.0
24890,6.69,14306,2.38,200562.0,-20562.0
23075,5.99,11501,2.33,165017.0,14983.0
24242,6.49,12256,2.36,186255.0,-6255.0
22953,6.67,10622,2.12,175615.0,4385.0
20166,5.2,14942,2.14,136839.0,43161.0
22763,6.11,10154,2.61,165584.0,14416.0
20456,6.64,10399,2.77,164633.0,15367.0
23877,6.87,13259,2.18,192940.0,-12940.0
24973,7.18,13114,2.88,217074.0,-37074.0
24807,7.82,10426,2.9,224226.0,-44226.0
20405,6.27,10503,2.91,158503.0,21497.0
22512,5.57,12182,2.49,155725.0,24275.0
21594,5.93,12691,2.2,155973.0,24027.0
21552,7.45,10093,2.61,186905.0,-6905.0
20453,6.44,12062,2.01,155962.0,24038.0
21499,5.71,14683,2.46,158879.0,21121.0
20173,7.04,14886,2.95,185932.0,-5932.0
24510,7.25,13867,2.84,217080.0,-37080.0
21766,5.35,14419,2.55,153217.0,26783.0
24728,6.54,14070,2.61,198444.0,-18444.0
24781,7.43,11747,2.77,216662.0,-36662.0
22136,7.8,13442,2.64,208148.0,-28148.0
23770,7.36,12887,2.92,212577.0,-32577.0
24304,5.47,14425,2.08,162947.0,17053.0
21106,7.88,12676,2.69,200414.0,-20414.0
22738,7.82,14940,2.99,222482.0,-42482.0
20920,7.56,11526,2.13,182706.0,-2706.0
22332,7.33,11451,2.36,190718.0,-10718.0
24463,5.48,14901,2.49,171161.0,8839.0
23143,7.79,11416,2.81,212363.0,-32363.0
21650,6.3,14162,2.91,177606.0,2394.0
22992,6.54,10942,2.47,177394.0,2606.0
24726,6.89,12275,2.74,203996.0,-23996.0
20141,5.08,10969,2.08,125132.0,54868.0
24141,5.42,10857,2.47,157661.0,22339.0
20960,6.95,11399,2.22,170978.0,9022.0
20700,6.19,11014,2.94,160514.0,19486.0
24627,6.08,14344,2.25,182006.0,-2006.0
22256,6.34,13479,2.91,180327.0,-327.0
20270,7.58,14580,2.24,186306.0,-6306.0
20195,7.65,11399,2.78,186181.0,-6181.0
21771,5.45,10465,2.57,145547.0,34453.0
23540,5.89,10359,2.27,162166.0,17834.0
23637,5.97,13247,2.14,169461.0,10539.0
24603,7.21,11236,2.42,204579.0,-24579.0
24072,7.86,11245,2.11,212933.0,-32933.0
24787,5.59,10117,2.28,161626.0,18374.0
21980,5.88,11916,2.04,153551.0,26449.0
22436,5.44,12376,2.94,158437.0,21563.0
23503,6.09,11619,2.51,172297.0,7703.0
24332,7.9,10030,2.49,217198.0,-37198.0
22769,6.94,13322,2.17,186926.0,-6926.0
20486,5.63,11302,2.01,138053.0,41947.0
23803,7.17,14358,2.6,207998.0,-27998.0
23721,7.88,14380,2.75,226466.0,-46466.0
21273,7.41,11932,2.82,191281.0,-11281.0
21998,6.48,11024,2.94,174958.0,5042.0
22883,6.2,12020,2.16,167838.0,12162.0
21203,5.9,14297,2.98,167703.0,12297.0
21213,5.69,10629,2.59,148231.0,31769.0
23020,7.73,11845,2.38,206136.0,-26136.0
20480,5.94,12792,2.73,156573.0,23427.0
23156,6.09,12151,2.1,166537.0,13463.0
23425,5.89,10636,2.14,160734.0,19266.0
22502,7.58,10474,2.93,201254.0,-21254.0
21295,6.77,14717,2.9,186846.0,-6846.0
22639,7.64,10616,2.32,197591.0,-17591.0
23560,5.54,14669,2.08,161034.0,18966.0
23239,6.33,13938,2.06,175815.0,4185.0
21387,7.59,11729,2.22,188366.0,-8366.0
22706,7.9,11114,2.04,202050.0,-22050.0
20777,7.15,14438,2.53,185084.0,-5084.0
22611,6.53,11227,2.94,180657.0,-657.0
23068,5.73,10855,2.99,164636.0,15364.0
22087,5.07,14129,2.17,142641.0,37359.0
24068,6.48,10805,2.07,178327.0,1673.0
23266,7.65,13692,2.01,205506.0,-25506.0
20107,7.86,14517,2.1,188527.0,-8527.0
20333,5.31,13866,2.08,136810.0,43190.0
21367,7.04,11204,2.46,177986.0,2014.0
22696,6.68,12591,2.81,186990.0,-6990.0
22909,6.19,13167,2.09,169326.0,10674.0
24728,6.51,10865,2.97,193248.0,-13248.0
24685,7.49,14150,2.92,226209.0,-46209.0
22103,6.15,10011,2.28,158759.0,21241.0
21145,5.68,12792,2.64,153874.0,26126.0
22791,5.04,14296,2.65,152751.0,27249.0
21193,7.73,11491,2.24,189562.0,-9562.0
21270,5.5,12952,2.15,144832.0,35168.0
24696,7.24,13068,2.7,214083.0,-34083.0
20365,5.64,13416,2.8,152423.0,27577.0
20630,7.72,13460,2.4,191568.0,-11568.0
21018,7.14,11920,2.91,184756.0,-4756.0
21491,6.83,13459,2.45,179758.0,242.0
24538,5.61,12887,2.26,166783.0,13217.0
20495,6.66,13607,2.18,166160.0,13840.0
21567,7.04,11447,2.57,181250.0,-1250.0
24747,7.4,13044,2.62,217303.0,-37303.0
24208,5.65,11382,2.35,163523.0,16477.0
20111,6.47,14066,2.45,164580.0,15420.0
24536,6.49,11889,2.99,194787.0,-14787.0
23732,6.05,10602,2.19,166797.0,13203.0
20562,7.03,10457,2.64,172157.0,7843.0
21167,7.0,14506,2.19,179937.0,63.0
20382,5.16,10307,2.66,132588.0,47412.0
21198,5.59,14173,2.0,146843.0,33157.0
20426,7.52,14466,2.0,182536.0,-2536.0
22173,6.77,11800,2.71,182089.0,-2089.0
22993,7.77,12366,2.42,208581.0,-28581.0
24573,6.34,13495,2.37,187776.0,-7776.0
22967,6.01,11867,2.05,162359.0,17641.0
20816,5.11,13010,2.67,141106.0,38894.0
23056,6.86,12600,2.76,192940.0,-12940.0
24035,7.1,13425,2.21,200318.0,-20318.0
22509,6.16,12821,2.0,164297.0,15703.0
24797,5.54,10209,2.34,161264.0,18736.0
21150,5.35,10229,2.01,133713.0,46287.0
23357,6.46,10990,2.62,179680.0,320.0
22664,6.11,12316,2.71,171853.0,8147.0
22998,7.59,10501,2.66,202487.0,-22487.0
20378,7.55,12418,2.47,184526.0,-4526.0
24781,7.26,11534,2.96,214051.0,-34051.0
22582,5.02,12287,2.52,144325.0,35675.0
23665,7.16,12469,2.9,205602.0,-25602.0
20246,6.12,12084,2.45,153511.0,26489.0
22265,5.55,13624,2.27,154497.0,25503.0
23557,6.14,10581,2.2,167918.0,12082.0
22323,7.55,11497,2.22,194062.0,-14062.0
21706,6.4,14830,2.42,174807.0,5193.0
20432,6.99,13853,2.82,181885.0,-1885.0
22392,5.46,11419,2.35,149095.0,30905.0
24565,7.48,14875,2.73,224355.0,-44355.0
24899,6.61,10876,2.25,189053.0,-9053.0
20304,6.67,13729,2.72,172771.0,7229.0
23859,5.25,11648,2.69,156593.0,23407.0
21563,5.26,12130,2.95,149205.0,30795.0
24045,7.65,14539,2.91,226253.0,-46253.0
21757,7.77,12996,2.66,203621.0,-23621.0
24627,6.82,10070,2.44,192527.0,-12527.0
21389,7.38,14227,2.27,190146.0,-10146.0
22588,5.57,10940,2.35,151524.0,28476.0
21789,6.58,14489,2.24,175827.0,4173.0
24671,7.45,14333,2.64,221638.0,-41638.0
23184,5.18,12868,2.6,153550.0,26450.0
22815,7.06,12150,2.93,196673.0,-16673.0
22609,6.64,14095,2.96,191845.0,-11845.0
21753,5.21,10558,2.35,138144.0,41856.0
20955,6.51,14931,2.61,175387.0,4613.0
20823,6.57,12640,3.0,174727.0,5273.0
22319,6.32,14063,2.75,179729.0,271.0
21730,7.75,10000,2.98,198208.0,-18208.0
21629,5.99,14130,2.65,167002.0,12998.0
20876,5.41,11048,2.97,145752.0,34248.0
21546,7.58,11376,2.15,187777.0,-7777.0
24603,7.45,13976,2.49,218093.0,-38093.0
20388,7.8,10054,2.96,188786.0,-8786.0
24758,5.16,14324,2.16,158691.0,21309.0
24311,6.23,12391,2.44,181692.0,-1692.0
21588,6.59,14082,2.03,170851.0,9149.0
24366,5.79,10348,2.33,165190.0,14810.0
20898,5.03,13231,2.49,138062.0,41938.0
20810,5.48,14356,2.93,156102.0,23898.0
20740,5.97,12355,2.98,160636.0,19364.0
20669,7.5,14337,2.47,190430.0,-10430.0
24312,7.59,12993,2.82,221168.0,-41168.0
20790,5.72,11425,2.77,150566.0,29434.0
23906,7.96,11831,2.83,223773.0,-43773.0
24359,6.2,12262,2.02,175795.0,4205.0
20865,5.09,13887,2.21,136893.0,43107.0
20418,6.6,11500,2.34,161669.0,18331.0
21064,7.04,14375,2.34,181928.0,-1928.0
21492,5.22,14241,2.74,151209.0,28791.0
24444,7.32,11817,2.43,207645.0,-27645.0
24282,5.21,11911,2.07,151165.0,28835.0
24850,7.51,14316,2.73,225706.0,-45706.0
23510,5.73,11299,2.12,158666.0,21334.0
22367,7.34,14073,2.12,194009.0,-14009.0
23708,7.47,10918,2.2,201118.0,-21118.0
21415,6.95,10012,2.44,173264.0,6736.0
24249,7.91,13047,2.81,228472.0,-48472.0
21359,6.25,12206,2.48,163765.0,16235.0
23841,5.85,12311,2.53,170617.0,9383.0
24129,5.76,14374,2.2,170606.0,9394.0
23956,7.61,12823,2.58,215388.0,-35388.0
21861,7.28,14627,2.28,192498.0,-12498.0
21602,7.97,13910,2.89,212368.0,-32368.0
20245,7.57,11498,2.14,177860.0,2140.0
20727,6.16,13981,2.37,160813.0,19187.0
22236,5.37,10649,2.78,149012.0,30988.0
23044,6.9,10965,2.8,189706.0,-9706.0
22390,6.24,14785,2.18,171945.0,8055.0
22714,5.99,10548,2.2,159262.0,20738.0
21662,5.17,11832,2.3,139206.0,40794.0
24213,6.85,11643,2.74,197761.0,-17761.0
24262,6.27,10183,2.56,178191.0,1809.0
22153,7.99,11323,2.63,206782.0,-26782.0
20003,5.92,12052,2.49,148427.0,31573.0
23880,5.99,10185,2.3,166467.0,13533.0
23959,7.6,14842,2.97,226169.0,-46169.0
21488,6.01,14792,2.16,161094.0,18906.0
22054,5.37,11038,2.6,147129.0,32871.0
22379,7.44,10110,2.22,188944.0,-8944.0
23380,5.9,10582,2.11,160270.0,19730.0
24671,6.72,14745,2.79,206928.0,-26928.0
22055,5.79,13742,2.46,161504.0,18496.0
20440,6.36,11071,2.08,153026.0,26974.0
24297,6.03,10064,2.69,173583.0,6417.0
21426,7.46,14354,2.19,191273.0,-11273.0
24894,5.23,14308,2.03,159241.0,20759.0
22048,5.34,14190,2.72,156333.0,23667.0
20949,5.11,13954,2.03,135376.0,44624.0
22941,6.87,11186,2.54,186017.0,-6017.0
22375,5.33,13837,2.9,159386.0,20614.0
23983,7.92,11211,2.81,221448.0,-41448.0
22237,6.6,10886,2.63,175394.0,4606.0
22620,7.56,14617,2.12,201995.0,-21995.0
23486,6.39,14400,2.84,190972.0,-10972.0
20231,5.57,13702,2.3,144201.0,35799.0
22928,5.21,13947,2.77,158088.0,21912.0
21856,7.25,12877,2.53,191035.0,-11035.0
24278,6.17,11142,2.52,177873.0,2127.0
20565,6.06,12008,2.58,155605.0,24395.0
22848,6.03,13769,2.27,169029.0,10971.0
22008,7.85,10614,2.69,201314.0,-21314.0
23412,6.45,10714,2.86,181649.0,-1649.0
21185,5.19,13197,2.99,149409.0,30591.0
22733,5.31,14693,2.83,162293.0,17707.0
20461,7.77,14115,2.99,201186.0,-21186.0
22910,5.79,10048,2.94,162190.0,17810.0
23896,7.8,14730,2.57,224245.0,-44245.0
24297,6.35,14921,2.57,192633.0,-12633.0
20563,7.3,13351,2.95,189495.0,-9495.0
24762,7.0,11144,2.17,197516.0,-17516.0
24072,6.77,14410,2.73,202307.0,-22307.0
22658,7.86,14029,2.46,212603.0,-32603.0
20044,7.7,14490,2.23,186652.0,-6652.0
23448,5.58,10521,2.58,157984.0,22016.0
23904,5.57,10317,2.34,157287.0,22713.0
20974,5.77,13447,2.43,153696.0,26304.0
21654,5.51,10142,2.96,149334.0,30666.0
21618,5.87,10725,2.99,158965.0,21035.0
21935,5.92,10596,2.68,158252.0,21748.0
20090,7.43,12419,2.43,179447.0,553.0
24125,6.04,12353,2.79,180180.0,-180.0
23240,7.67,14843,2.66,217733.0,-37733.0
23023,7.17,14060,2.46,199663.0,-19663.0
24549,5.61,13272,2.58,171962.0,8038.0
24684,6.43,13911,2.67,195860.0,-15860.0
23555,5.23,12816,2.81,159206.0,20794.0
24209,5.1,10018,2.21,145606.0,34394.0
23630,5.02,14993,2.99,163452.0,16548.0
24089,7.55,14339,2.2,213418.0,-33418.0
22994,5.12,13770,2.81,156423.0,23577.0
23423,7.06,14283,2.42,199931.0,-19931.0
24308,6.32,10131,2.26,176523.0,3477.0
