CustomerID,InvoiceDate,InvoiceNumber,ProductCode,ProductDescription,QuantityPurchased,UnitCost,InvoiceAmount
C1073,03/08/2024,INV45507H,CT5347126,GLUTEN-FREE BROWNIE BITES,16,11,176
C1002,04/08/2024,INV45508I,CT3825961,GLUTEN-FREE BROWNIE BITES,7,11,70
C1026,04/08/2024,INV45508J,CT4923568,MINI COOKIE POUCH,10,5,50
C1028,04/08/2024,INV45508K,CT8239476,SWEET TOOTH BOX,18,15,270
C1057,04/08/2024,INV45508L,CT8152376,DIY COOKIE MIX,8,14,112
C1057,04/08/2024,INV45508M,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1058,04/08/2024,INV45508N,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
C1064,04/08/2024,INV45508O,CT8712654,BROWNIE BITES,6,7,42
C1016,05/08/2024,INV45509P,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,12,12,144
C1022,05/08/2024,INV45509Q,CT8152376,PLANT-BASED MINI COOKIES,8,9,112
C1030,05/08/2024,INV45509R,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1032,05/08/2024,INV45509S,CT8152376,DIY COOKIE MIX,8,14,112
C1039,05/08/2024,INV45509T,CT8239476,SWEET TOOTH BOX,14,15,210
C1051,05/08/2024,INV45509U,CT6193754,PLANT-BASED MINI COOKIES,5,9,60
C1055,05/08/2024,INV45509V,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,12,13,156
C1063,05/08/2024,INV45509W,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1073,05/08/2024,INV45509X,CT4923568,MINI COOKIE POUCH,8,5,40
C1022,06/08/2024,INV45510Y,CT4923568,PLANT-BASED MINI COOKIES,9,9,45
C1030,06/08/2024,INV45510Z,CT8152376,DIY COOKIE MIX,12,14,168
C1037,06/08/2024,INV45510A,CT8239476,SWEET TOOTH BOX,7,15,105
C1040,06/08/2024,INV45510B,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1052,06/08/2024,INV45510C,CT6193754,GLUTEN-FREE BROWNIE BITES,10,11,120
C1059,06/08/2024,INV45510D,CT8712654,BROWNIE BITES,7,7,49
C1059,06/08/2024,INV45510E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,17,13,221
C1064,06/08/2024,INV45510F,CT8152376,DIY COOKIE MIX,7,14,98
C1067,06/08/2024,INV45510G,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1002,07/08/2024,INV45511H,CT3981567,GLUTEN-FREE BROWNIE BITES,7,11,42
C1004,07/08/2024,INV45511I,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1008,07/08/2024,INV45511J,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1022,07/08/2024,INV45511K,CT6193754,PLANT-BASED MINI COOKIES,15,9,180
C1039,07/08/2024,INV45511L,CT8152376,DIY COOKIE MIX,13,14,182
C1060,07/08/2024,INV45511M,CT4923568,MINI COOKIE POUCH,13,5,65
C1070,07/08/2024,INV45511N,CT8239476,SWEET TOOTH BOX,4,15,60
C1073,07/08/2024,INV45511O,CT8641935,FREEZE-DRIED FRUIT CHIPS,14,8,112
C1006,08/08/2024,INV45512P,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1013,08/08/2024,INV45512Q,CT3825961,MAPLE-CRUSTED PECANS,14,10,140
C1016,08/08/2024,INV45512R,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1044,08/08/2024,INV45512S,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1052,08/08/2024,INV45512T,CT9564237,GLUTEN-FREE BROWNIE BITES,6,11,54
C1057,08/08/2024,INV45512U,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1019,09/08/2024,INV45513V,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1031,09/08/2024,INV45513W,CT4923568,MINI COOKIE POUCH,6,5,30
C1042,09/08/2024,INV45513X,CT4923568,MINI COOKIE POUCH,10,5,50
C1054,09/08/2024,INV45513Y,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1058,09/08/2024,INV45513Z,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1062,09/08/2024,INV45513A,CT4923568,MINI COOKIE POUCH,10,5,50
C1070,09/08/2024,INV45513B,CT8152376,DIY COOKIE MIX,5,14,70
C1075,09/08/2024,INV45513C,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1089,09/08/2024,INV45513D,CT8152376,DIY COOKIE MIX,7,14,98
C1001,10/08/2024,INV45514E,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1008,10/08/2024,INV45514F,CT8152376,DIY COOKIE MIX,8,14,112
C1030,10/08/2024,INV45514G,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1031,10/08/2024,INV45514H,CT4923568,MINI COOKIE POUCH,7,5,35
C1044,10/08/2024,INV45514I,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1045,10/08/2024,INV45514J,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1063,10/08/2024,INV45514K,CT8152376,DIY COOKIE MIX,8,14,112
C1003,11/08/2024,INV45515L,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1025,11/08/2024,INV45515M,CT8239476,SWEET TOOTH BOX,5,15,75
C1033,11/08/2024,INV45515N,CT8712654,BROWNIE BITES,11,7,77
C1048,11/08/2024,INV45515O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1054,11/08/2024,INV45515P,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1064,11/08/2024,INV45515Q,CT3825961,MAPLE-CRUSTED PECANS,13,10,130
C1069,11/08/2024,INV45515R,CT5347126,GLUTEN-FREE BROWNIE BITES,13,11,143
C1070,11/08/2024,INV45515S,CT8239476,SWEET TOOTH BOX,4,15,60
C1070,11/08/2024,INV45515T,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1074,11/08/2024,INV45515U,CT4923568,MINI COOKIE POUCH,7,5,35
C1013,12/08/2024,INV45516V,CT8712654,BROWNIE BITES,9,7,63
C1036,12/08/2024,INV45516W,CT3981567,HONEY-ROASTED ALMOND BRITTLE,15,6,90
C1041,12/08/2024,INV45516X,CT8152376,DIY COOKIE MIX,7,14,98
C1050,12/08/2024,INV45516Y,CT5347126,GLUTEN-FREE BROWNIE BITES,17,11,187
C1051,12/08/2024,INV45516Z,CT3825961,PLANT-BASED MINI COOKIES,5,9,50
C1071,12/08/2024,INV45516A,CT4923568,MINI COOKIE POUCH,7,5,35
C1088,12/08/2024,INV45516B,CT4923568,MINI COOKIE POUCH,8,5,40
C1001,13/08/2024,INV45517C,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1004,13/08/2024,INV45517D,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1024,13/08/2024,INV45517E,CT8712654,BROWNIE BITES,10,7,70
C1032,13/08/2024,INV45517F,CT8712654,BROWNIE BITES,8,7,56
C1048,13/08/2024,INV45517G,CT4923568,MINI COOKIE POUCH,10,5,50
C1068,13/08/2024,INV45517H,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1075,13/08/2024,INV45517I,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1008,14/08/2024,INV45518J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1032,14/08/2024,INV45518K,CT8239476,SWEET TOOTH BOX,14,15,210
C1037,14/08/2024,INV45518L,CT8712654,BROWNIE BITES,5,7,35
C1043,14/08/2024,INV45518M,CT8152376,DIY COOKIE MIX,5,14,70
C1044,14/08/2024,INV45518N,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1072,14/08/2024,INV45518O,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1003,15/08/2024,INV45519P,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1011,15/08/2024,INV45519Q,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1030,15/08/2024,INV45519R,CT8712654,BROWNIE BITES,10,7,70
C1046,15/08/2024,INV45519S,CT8712654,BROWNIE BITES,8,7,56
C1052,15/08/2024,INV45519T,CT3981567,GLUTEN-FREE BROWNIE BITES,7,11,42
C1053,15/08/2024,INV45519U,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,5,13,65
C1057,15/08/2024,INV45519V,CT8152376,DIY COOKIE MIX,9,14,126
C1064,15/08/2024,INV45519W,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1010,16/08/2024,INV45520X,CT4923568,MINI COOKIE POUCH,7,5,35
C1017,16/08/2024,INV45520Y,CT8239476,MINI COOKIE POUCH,5,5,75
C1019,16/08/2024,INV45520Z,CT8712654,BROWNIE BITES,12,7,84
C1027,16/08/2024,INV45520A,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1028,16/08/2024,INV45520B,CT8712654,BROWNIE BITES,8,7,56
C1036,16/08/2024,INV45520C,CT8152376,DIY COOKIE MIX,12,14,168
C1057,16/08/2024,INV45520D,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1068,16/08/2024,INV45520E,CT4923568,MINI COOKIE POUCH,7,5,35
C1010,17/08/2024,INV45521F,CT8239476,SWEET TOOTH BOX,14,15,210
C1019,17/08/2024,INV45521G,CT4923568,MINI COOKIE POUCH,6,5,30
C1030,17/08/2024,INV45521H,CT8239476,SWEET TOOTH BOX,9,15,135
C1034,17/08/2024,INV45521I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1034,17/08/2024,INV45521J,CT4923568,MINI COOKIE POUCH,16,5,80
C1053,17/08/2024,INV45521K,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1069,17/08/2024,INV45521L,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1072,17/08/2024,INV45521M,CT8712654,BROWNIE BITES,6,7,42
C1081,17/08/2024,INV45521N,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1025,18/08/2024,INV45522O,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1026,18/08/2024,INV45522P,CT8641935,FREEZE-DRIED FRUIT CHIPS,12,8,96
C1040,18/08/2024,INV45522Q,CT8712654,BROWNIE BITES,13,7,91
C1043,18/08/2024,INV45522R,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1058,18/08/2024,INV45522S,CT8152376,DIY COOKIE MIX,6,14,84
C1062,18/08/2024,INV45522T,CT3981567,HONEY-ROASTED ALMOND BRITTLE,16,6,96
C1063,18/08/2024,INV45522U,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1064,18/08/2024,INV45522V,CT3981567,HONEY-ROASTED ALMOND BRITTLE,12,6,72
C1064,18/08/2024,INV45522W,CT9564237,PLANT-BASED MINI COOKIES,12,9,108
C1067,18/08/2024,INV45522X,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1074,18/08/2024,INV45522Y,CT8152376,DIY COOKIE MIX,6,14,84
C1014,19/08/2024,INV45523Z,CT9564237,PLANT-BASED MINI COOKIES,12,9,108
C1022,19/08/2024,INV45523A,CT3981567,PLANT-BASED MINI COOKIES,16,9,96
C1027,19/08/2024,INV45523B,CT8239476,SWEET TOOTH BOX,6,15,90
C1048,19/08/2024,INV45523C,CT8239476,SWEET TOOTH BOX,5,15,75
C1052,19/08/2024,INV45523D,CT6193754,GLUTEN-FREE BROWNIE BITES,5,11,60
C1065,19/08/2024,INV45523E,CT8152376,DIY COOKIE MIX,7,14,98
C1065,19/08/2024,INV45523F,CT8152376,DIY COOKIE MIX,9,14,126
C1065,19/08/2024,INV45523G,CT3981567,HONEY-ROASTED ALMOND BRITTLE,11,6,66
C1070,19/08/2024,INV45523H,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1072,19/08/2024,INV45523I,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1073,19/08/2024,INV45523J,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,12,12,144
C1098,19/08/2024,INV45523K,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1010,20/08/2024,INV45524L,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1011,20/08/2024,INV45524M,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1012,20/08/2024,INV45524N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1017,20/08/2024,INV45524O,CT8712654,BROWNIE BITES,5,7,35
C1017,20/08/2024,INV45524P,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1019,20/08/2024,INV45524Q,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1019,20/08/2024,INV45524R,CT8712654,BROWNIE BITES,10,7,70
C1029,20/08/2024,INV45524S,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1040,20/08/2024,INV45524T,CT8239476,SWEET TOOTH BOX,7,15,105
C1051,20/08/2024,INV45524U,CT8152376,PLANT-BASED MINI COOKIES,6,9,84
C1009,21/08/2024,INV45525V,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,18,12,216
C1010,21/08/2024,INV45525W,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1034,21/08/2024,INV45525X,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1048,21/08/2024,INV45525Y,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1053,21/08/2024,INV45525Z,CT3825961,MAPLE-CRUSTED PECANS,5,10,50
C1065,21/08/2024,INV45525A,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1089,21/08/2024,INV45525B,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1011,22/08/2024,INV45526C,CT4923568,MINI COOKIE POUCH,9,5,45
C1016,22/08/2024,INV45526D,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1030,22/08/2024,INV45526E,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1041,22/08/2024,INV45526F,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1043,22/08/2024,INV45526G,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
C1068,22/08/2024,INV45526H,CT8152376,DIY COOKIE MIX,7,14,98
C1071,22/08/2024,INV45526I,CT8239476,SWEET TOOTH BOX,8,15,120
C1007,23/08/2024,INV45527J,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1024,23/08/2024,INV45527K,CT4923568,MINI COOKIE POUCH,11,5,55
C1030,23/08/2024,INV45527L,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1036,23/08/2024,INV45527M,CT8239476,SWEET TOOTH BOX,19,15,285
C1037,23/08/2024,INV45527N,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1043,23/08/2024,INV45527O,CT8152376,DIY COOKIE MIX,6,14,84
C1045,23/08/2024,INV45527P,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1057,23/08/2024,INV45527Q,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1063,23/08/2024,INV45527R,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1065,23/08/2024,INV45527S,CT8239476,SWEET TOOTH BOX,7,15,105
C1068,23/08/2024,INV45527T,CT8152376,DIY COOKIE MIX,8,14,112
C1016,24/08/2024,INV45528U,CT4923568,MINI COOKIE POUCH,10,5,50
C1017,24/08/2024,INV45528V,CT3825961,MAPLE-CRUSTED PECANS,4,10,40
C1025,24/08/2024,INV45528W,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1026,24/08/2024,INV45528X,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1027,24/08/2024,INV45528Y,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1058,24/08/2024,INV45528Z,CT9564237,PLANT-BASED MINI COOKIES,4,9,36
C1060,24/08/2024,INV45528A,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1068,24/08/2024,INV45528B,CT8712654,BROWNIE BITES,9,7,63
C1079,24/08/2024,INV45528C,CT3981567,HONEY-ROASTED ALMOND BRITTLE,6,6,36
C1009,25/08/2024,INV45529D,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1019,25/08/2024,INV45529E,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1022,25/08/2024,INV45529F,CT4923568,PLANT-BASED MINI COOKIES,8,9,40
C1022,25/08/2024,INV45529G,CT6193754,PLANT-BASED MINI COOKIES,15,9,180
C1034,25/08/2024,INV45529H,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1034,25/08/2024,INV45529I,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1041,25/08/2024,INV45529J,CT8152376,DIY COOKIE MIX,6,14,84
C1044,25/08/2024,INV45529K,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1068,25/08/2024,INV45529L,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1098,25/08/2024,INV45529M,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1008,26/08/2024,INV45530N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1008,26/08/2024,INV45530O,CT8152376,DIY COOKIE MIX,11,14,154
C1014,26/08/2024,INV45530P,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1044,26/08/2024,INV45530Q,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1063,26/08/2024,INV45530R,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1085,26/08/2024,INV45530S,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1019,27/08/2024,INV45531T,CT8239476,SWEET TOOTH BOX,15,15,225
C1021,27/08/2024,INV45531U,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1039,27/08/2024,INV45531V,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1039,27/08/2024,INV45531W,CT5347126,GLUTEN-FREE BROWNIE BITES,15,11,165
C1048,27/08/2024,INV45531X,CT4923568,MINI COOKIE POUCH,6,5,30
C1048,27/08/2024,INV45531Y,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1049,27/08/2024,INV45531Z,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1056,27/08/2024,INV45531A,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1067,27/08/2024,INV45531B,CT8712654,BROWNIE BITES,5,7,35
C1003,28/08/2024,INV45532C,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1017,28/08/2024,INV45532D,CT8712654,BROWNIE BITES,6,7,42
C1033,28/08/2024,INV45532E,CT8152376,DIY COOKIE MIX,9,14,126
C1034,28/08/2024,INV45532F,CT8239476,SWEET TOOTH BOX,15,15,225
C1036,28/08/2024,INV45532G,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1037,28/08/2024,INV45532H,CT5347126,GLUTEN-FREE BROWNIE BITES,9,11,99
C1060,28/08/2024,INV45532I,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1016,29/08/2024,INV45533J,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1070,29/08/2024,INV45533K,CT8712654,BROWNIE BITES,5,7,35
C1018,30/08/2024,INV45534L,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1027,30/08/2024,INV45534M,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1034,30/08/2024,INV45534N,CT8712654,BROWNIE BITES,13,7,91
C1054,30/08/2024,INV45534O,CT8239476,SWEET TOOTH BOX,9,15,135
C1055,30/08/2024,INV45534P,CT8152376,DIY COOKIE MIX,7,14,98
C1005,31/08/2024,INV45535Q,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1009,31/08/2024,INV45535R,CT8641935,FREEZE-DRIED FRUIT CHIPS,15,8,120
C1029,31/08/2024,INV45535S,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1064,31/08/2024,INV45535T,CT8239476,SWEET TOOTH BOX,10,15,150
C1082,31/08/2024,INV45535U,CT8239476,SWEET TOOTH BOX,8,15,120
C1019,01/09/2024,INV45536V,CT4923568,MINI COOKIE POUCH,11,5,55
C1023,01/09/2024,INV45536W,CT8152376,DIY COOKIE MIX,8,14,112
C1028,01/09/2024,INV45536X,CT8712654,BROWNIE BITES,15,7,105
C1033,01/09/2024,INV45536Y,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1047,01/09/2024,INV45536Z,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,14,12,168
C1052,01/09/2024,INV45536A,CT2671398,GLUTEN-FREE BROWNIE BITES,8,11,104
C1005,02/09/2024,INV45537B,CT8239476,SWEET TOOTH BOX,7,15,105
C1007,02/09/2024,INV45537C,CT8239476,SWEET TOOTH BOX,9,15,135
C1009,02/09/2024,INV45537D,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1014,02/09/2024,INV45537E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1019,02/09/2024,INV45537F,CT4923568,MINI COOKIE POUCH,7,5,35
C1063,02/09/2024,INV45537G,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1069,02/09/2024,INV45537H,CT8239476,SWEET TOOTH BOX,9,15,135
C1070,02/09/2024,INV45537I,CT8712654,BROWNIE BITES,10,7,70
C1072,02/09/2024,INV45537J,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1073,02/09/2024,INV45537K,CT8712654,BROWNIE BITES,12,7,84
C1011,03/09/2024,INV45538L,CT8239476,SWEET TOOTH BOX,10,15,150
C1019,03/09/2024,INV45538M,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1022,03/09/2024,INV45538N,CT3825961,PLANT-BASED MINI COOKIES,12,9,120
C1044,03/09/2024,INV45538O,CT8152376,DIY COOKIE MIX,16,14,224
C1052,03/09/2024,INV45538P,CT2671398,GLUTEN-FREE BROWNIE BITES,9,11,117
C1056,03/09/2024,INV45538Q,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1074,03/09/2024,INV45538R,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1006,04/09/2024,INV45539S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1025,04/09/2024,INV45539T,CT4923568,MINI COOKIE POUCH,6,5,30
C1027,04/09/2024,INV45539U,CT8152376,DIY COOKIE MIX,11,14,154
C1028,04/09/2024,INV45539V,CT4923568,MINI COOKIE POUCH,9,5,45
C1033,04/09/2024,INV45539W,CT8712654,BROWNIE BITES,15,7,105
C1036,04/09/2024,INV45539X,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1037,04/09/2024,INV45539Y,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1037,04/09/2024,INV45539Z,CT4923568,MINI COOKIE POUCH,9,5,45
C1051,04/09/2024,INV45539A,CT2671398,PLANT-BASED MINI COOKIES,5,9,65
C1072,04/09/2024,INV45539B,CT8239476,SWEET TOOTH BOX,8,15,120
C1022,05/09/2024,INV45540C,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1023,05/09/2024,INV45540D,CT5347126,GLUTEN-FREE BROWNIE BITES,13,11,143
C1028,05/09/2024,INV45540E,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1030,05/09/2024,INV45540F,CT8152376,DIY COOKIE MIX,12,14,168
C1035,05/09/2024,INV45540G,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1040,05/09/2024,INV45540H,CT8152376,DIY COOKIE MIX,10,14,140
C1045,05/09/2024,INV45540I,CT8239476,SWEET TOOTH BOX,10,15,150
C1091,05/09/2024,INV45540J,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1014,06/09/2024,INV45541K,CT8712654,BROWNIE BITES,12,7,84
C1016,06/09/2024,INV45541L,CT8641935,FREEZE-DRIED FRUIT CHIPS,16,8,128
C1017,06/09/2024,INV45541M,CT3825961,MAPLE-CRUSTED PECANS,5,10,50
C1017,06/09/2024,INV45541N,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1035,06/09/2024,INV45541O,CT4923568,MINI COOKIE POUCH,12,5,60
C1042,06/09/2024,INV45541P,CT8152376,DIY COOKIE MIX,7,14,98
C1050,06/09/2024,INV45541Q,CT3825961,MAPLE-CRUSTED PECANS,12,10,120
C1068,06/09/2024,INV45541R,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1071,06/09/2024,INV45541S,CT4923568,MINI COOKIE POUCH,5,5,25
C1086,06/09/2024,INV45541T,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1009,07/09/2024,INV45542U,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1016,07/09/2024,INV45542V,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,17,12,204
C1024,07/09/2024,INV45542W,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,15,13,195
C1035,07/09/2024,INV45542X,CT8712654,BROWNIE BITES,21,7,147
C1046,07/09/2024,INV45542Y,CT8712654,BROWNIE BITES,8,7,56
C1046,07/09/2024,INV45542Z,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1060,07/09/2024,INV45542A,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1064,07/09/2024,INV45542B,CT8152376,DIY COOKIE MIX,7,14,98
C1075,07/09/2024,INV45542C,CT4923568,MINI COOKIE POUCH,6,5,30
C1013,08/09/2024,INV45543D,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1015,08/09/2024,INV45543E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1051,08/09/2024,INV45543F,CT8152376,PLANT-BASED MINI COOKIES,4,9,56
C1054,08/09/2024,INV45543G,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1069,08/09/2024,INV45543H,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1073,08/09/2024,INV45543I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,14,13,182
C1075,08/09/2024,INV45543J,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1075,08/09/2024,INV45543K,CT4923568,MINI COOKIE POUCH,11,5,55
C1000,09/09/2024,INV45544L,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1006,09/09/2024,INV45544M,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1008,09/09/2024,INV45544N,CT4923568,MINI COOKIE POUCH,10,5,50
C1017,09/09/2024,INV45544O,CT8641935,MINI COOKIE POUCH,7,5,56
C1018,09/09/2024,INV45544P,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1019,09/09/2024,INV45544Q,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1026,09/09/2024,INV45544R,CT4923568,MINI COOKIE POUCH,13,5,65
C1034,09/09/2024,INV45544S,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1040,09/09/2024,INV45544T,CT8152376,DIY COOKIE MIX,12,14,168
